City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,nova olinda do norte,-3.8881,-59.0942,300.47,72,100,0.9,BR,1707356909
287,lensk,60.7253,114.9278,245.84,99,61,0.21,RU,1707356910
288,saint augustine beach,29.8505,-81.2654,284.82,87,0,4.63,US,1707356910
289,nioki,-2.7167,17.6833,296.54,83,96,0.91,CD,1707356910
290,sault ste. marie,46.5168,-84.3333,275.31,82,0,2.57,CA,1707356878
291,aripuana,-9.1667,-60.6333,297.66,86,90,0.64,BR,1707356910
292,champerico,14.3,-91.9167,299.6,64,98,1.74,GT,1707356910
293,cabedelo,-6.9811,-34.8339,302.52,81,94,3.71,BR,1707356910
294,takahagi,36.7167,140.7167,283.25,54,70,1.32,JP,1707356910
295,kut chap,17.4257,102.5669,294.03,28,0,2.03,TH,1707356910
296,darazo,10.9938,10.4118,289.01,29,32,3.1,NG,1707356910
297,la passe,45.5549,-0.8967,285.36,90,100,5.57,FR,1707356910
298,hobyo,5.3505,48.5268,298.83,80,83,7.61,SO,1707356910
299,villa gesell,-37.2639,-56.973,295.96,93,100,5.81,AR,1707356910
300,imbituba,-28.24,-48.6703,300.29,93,55,2.11,BR,1707356910
301,llallagua,-18.4167,-66.6333,280.78,79,100,1.43,BO,1707356911
302,matias romero,16.8833,-95.0333,290.6,86,0,2.69,MX,1707356911
303,chernyshevskiy,63.0128,112.4714,236.21,100,54,0.6,RU,1707356911
304,sarnia,42.9787,-82.4041,276.45,80,100,2.57,CA,1707356832
305,thinadhoo,0.5333,72.9333,301.33,74,94,5.53,MV,1707356898
306,goose creek,32.981,-80.0326,280.87,73,0,2.57,US,1707356911
307,susanville,40.4163,-120.653,274.15,96,100,0.0,US,1707356911
308,sisimiut,66.9395,-53.6735,259.45,93,100,6.96,GL,1707356911
309,vila franca do campo,37.7167,-25.4333,291.42,99,99,8.62,PT,1707356739
310,uchiza,-8.4592,-76.4633,295.55,93,66,1.17,PE,1707356911
311,bocas del toro,9.3333,-82.25,294.29,77,100,4.51,PA,1707356911
312,zhosaly,45.4878,64.0781,272.67,94,89,7.72,KZ,1707356911
313,buritizeiro,-17.3511,-44.9622,294.79,96,100,0.58,BR,1707356911
314,ivanteyevka,55.9711,37.9208,260.43,95,99,2.24,RU,1707356911
315,taltal,-25.4,-70.4833,295.11,79,29,1.21,CL,1707356911
316,ouahigouya,13.5828,-2.4216,293.5,14,5,4.34,BF,1707356911
317,quellon,-43.1167,-73.6167,283.87,86,49,1.47,CL,1707356911
318,xinyuan,37.3,99.0,258.32,84,13,2.63,CN,1707356911
319,princeville,45.7668,-61.2985,270.71,90,100,1.79,CA,1707356912
320,tucume,-6.51,-79.8583,300.07,64,96,4.2,PE,1707356912
321,gweru,-19.45,29.8167,293.03,63,4,2.0,ZW,1707356912
322,liezen,47.5667,14.2333,278.52,85,100,1.35,AT,1707356912
323,birao,10.2849,22.7882,291.81,23,45,2.65,CF,1707356912
324,letlhakane,-21.4167,25.5833,297.37,51,76,0.15,BW,1707356912
325,haiku-pauwela,20.9219,-156.3051,299.4,55,20,11.32,US,1707356912
326,al ghayzah,16.2079,52.176,294.34,39,8,3.71,YE,1707356912
327,gorontalo,0.5412,123.0595,303.64,63,100,1.24,ID,1707356912
328,sathyamangalam,11.5167,77.25,295.01,61,98,1.19,IN,1707356912
329,ilhabela,-23.7781,-45.3581,297.99,89,87,2.79,BR,1707356912
330,palangkaraya,-2.2,113.8333,302.35,75,88,0.8,ID,1707356913
331,farafangana,-22.8167,47.8333,297.03,91,86,3.13,MG,1707356913
332,smirnovo,54.5125,69.4222,268.16,91,100,9.47,KZ,1707356913
333,katabu,-4.9333,122.5167,301.78,76,96,3.3,ID,1707356899
334,paramonga,-10.6667,-77.8333,298.19,81,30,3.24,PE,1707356913
335,gaspe,48.8334,-64.4819,267.1,92,0,0.0,CA,1707356762
336,isola di capo rizzuto,38.96,17.0933,285.08,57,23,3.51,IT,1707356913
337,east london,-33.0153,27.9116,292.82,59,0,4.16,ZA,1707356721
338,jianshui,23.6363,102.8264,289.07,58,0,2.09,CN,1707356913
339,mszczonow,51.9742,20.5208,275.49,80,100,4.17,PL,1707356913
340,baruun-urt,46.6806,113.2792,250.29,99,98,3.79,MN,1707356913
341,island harbour,50.724,-1.2758,280.33,95,100,5.36,GB,1707356913
342,scarborough,54.2797,-0.4044,274.07,87,90,1.25,GB,1707356777
343,sierra grande,-41.606,-65.3557,293.36,28,62,1.73,AR,1707356913
344,rumuruti,0.267,36.5389,287.61,84,3,2.72,KE,1707356913
345,saint-joseph,-21.3667,55.6167,298.36,85,89,4.59,RE,1707356914
346,"laikit, laikit ii (dimembe)",1.4792,124.9735,301.62,74,40,1.03,ID,1707356914
347,punta umbria,37.1821,-6.9661,286.66,84,100,2.97,ES,1707356914
348,sanctuary point,-35.1114,150.629,295.48,50,86,4.32,AU,1707356914
349,santa isabel,-23.3156,-46.2214,295.57,96,88,0.75,BR,1707356773
350,nikolayevsk-on-amure,53.1406,140.73,257.14,84,99,1.59,RU,1707356914
351,rongelap,11.1635,166.8941,299.57,77,100,9.36,MH,1707356728
352,yemva,62.59,50.8594,265.75,96,100,3.16,RU,1707356914
353,holualoa,19.6228,-155.9522,297.06,69,75,4.63,US,1707356914
354,dalandzadgad,43.5708,104.425,260.22,77,3,1.02,MN,1707356914
355,kavaratti,10.5669,72.642,300.94,72,99,1.86,IN,1707356914
356,vanimo,-2.6741,141.3028,302.7,70,77,3.75,PG,1707356914
357,conception bay south,47.4999,-52.9981,271.17,91,91,7.66,CA,1707356914
358,tobruk,32.0836,23.9764,288.06,64,100,4.92,LY,1707356915
359,kasongo-lunda,-6.4667,16.8167,294.56,98,100,0.56,CD,1707356915
360,paraiso,9.8383,-83.8656,290.63,97,99,1.85,CR,1707356915
361,vilyuysk,63.7553,121.6247,237.6,99,78,1.54,RU,1707356915
362,masterton,-40.9597,175.6575,299.87,46,40,3.62,NZ,1707356743
363,dom pedro,-4.4833,-44.45,297.91,89,92,1.45,BR,1707356768
364,touros,-5.1989,-35.4608,300.06,81,44,4.8,BR,1707356634
365,nantucket,41.2835,-70.0995,275.21,87,100,7.08,US,1707356915
366,alaghsas,17.0187,8.0168,288.0,23,0,3.77,NE,1707356915
367,huilong,31.8111,121.655,276.71,67,100,4.91,CN,1707356915
368,maitum,6.0392,124.4986,299.5,81,100,0.67,PH,1707356915
369,vung tau,10.346,107.0843,299.63,76,93,5.29,VN,1707356915
370,uturoa,-16.7333,-151.4333,301.64,84,83,12.3,PF,1707356896
371,zhanaozen,43.3,52.8,278.02,95,87,5.25,KZ,1707356915
372,pokhara,28.2333,83.9833,285.0,32,2,1.77,NP,1707356915
373,savanna-la-mar,18.219,-78.1332,297.12,72,0,3.42,JM,1707356915
374,tobelo,1.7284,128.0095,301.62,73,95,1.97,ID,1707356915
375,albuquerque,35.0845,-106.6511,280.88,44,75,9.83,US,1707356721
376,nabire,-3.3667,135.4833,303.99,58,100,0.78,ID,1707356916
377,awjilah,29.1081,21.2869,287.01,34,7,2.82,LY,1707356916
378,kiama,-34.6833,150.8667,297.25,62,99,4.89,AU,1707356916
379,urangan,-25.3,152.9,303.26,62,2,6.71,AU,1707356916
380,port moresby,-9.4431,147.1797,300.83,78,75,5.14,PG,1707356916
381,west island,-12.1568,96.8225,300.14,94,75,0.0,CC,1707356916
382,galesong,-5.3166,119.3661,298.16,79,94,2.62,ID,1707356916
383,bratsk,56.1325,101.6142,255.42,100,76,0.46,RU,1707356916
384,bamako,12.65,-8.0,298.38,15,95,4.12,ML,1707356691
385,orchard homes,46.8633,-114.0484,274.59,89,100,2.06,US,1707356916
386,villa la angostura,-40.7617,-71.6463,282.19,68,100,1.88,AR,1707356916
387,belmonte,-15.8631,-38.8828,299.41,84,94,3.04,BR,1707356916
388,tot'ma,59.9747,42.7642,256.13,97,100,3.3,RU,1707356916
389,yuzhno-kurilsk,44.0306,145.8556,266.69,70,100,4.09,RU,1707356916
390,ingeniero jacobacci,-41.3427,-69.5448,289.98,25,100,5.12,AR,1707356917
391,sitka,57.0531,-135.33,276.09,75,0,0.0,US,1707356695
392,freeport,40.6576,-73.5832,279.81,76,0,0.0,US,1707356912
393,antsiranana,-12.2787,49.2917,298.26,85,100,2.08,MG,1707356917
394,tralee,52.2704,-9.7026,278.49,90,100,8.29,IE,1707356917
395,albu kamal,34.45,40.9186,285.38,57,0,1.86,SY,1707356917
396,necochea,-38.5473,-58.7368,293.79,91,65,5.36,AR,1707356893
397,miramar beach,30.3744,-86.3586,286.14,74,0,0.0,US,1707356815
398,vorkuta,67.5,64.0,264.85,88,100,4.6,RU,1707356917
399,sant lluis,39.8526,4.2594,286.37,100,0,4.12,ES,1707356917
400,kelibia,36.8476,11.0939,286.29,88,20,1.54,TN,1707356917
401,stawell,-37.05,142.7667,298.3,28,48,1.95,AU,1707356917
402,paranagua,-25.52,-48.5092,296.4,96,100,0.19,BR,1707356917
403,falakata,26.5208,89.2055,286.54,63,3,2.84,IN,1707356917
404,zarghun shahr,32.8473,68.4457,263.72,78,1,2.84,AF,1707356918
405,nsanje,-16.92,35.262,297.85,89,100,0.37,MW,1707356918
406,san rafael del yuma,18.4299,-68.6739,295.26,84,100,2.64,DO,1707356918
407,sos'va,59.1766,61.8558,261.51,98,75,1.79,RU,1707356918
408,dryden,49.7833,-92.7503,275.31,93,100,4.12,CA,1707356918
409,crucecita,-28.95,-58.9833,300.57,63,25,5.1,AR,1707356918
410,haapsalu,58.9431,23.5414,265.88,89,100,1.29,EE,1707356918
411,santa ana,33.7456,-117.8678,287.29,70,75,6.69,US,1707356805
412,nishinoomote,30.7333,131.0,284.46,46,75,7.2,JP,1707356917
413,skovorodino,53.9833,123.9167,257.21,82,20,1.25,RU,1707356918
414,hargeysa,9.56,44.065,289.23,93,42,3.51,SO,1707356918
415,leava,-14.3,-178.1667,302.26,79,97,8.45,WF,1707356918
416,jiujiang,29.7333,115.9833,277.34,74,74,2.83,CN,1707356918
417,luderitz,-26.6481,15.1594,291.1,74,88,5.02,NA,1707356918
418,aweil,8.7682,27.4002,294.2,22,62,2.17,SS,1707356918
419,peace river,56.2501,-117.286,266.32,86,100,1.54,CA,1707356918
420,hithadhoo,-0.6,73.0833,300.63,77,97,3.86,MV,1707356918
421,tromso,69.6496,18.957,261.16,79,99,1.03,NO,1707356919
422,vel'sk,61.0701,42.0983,253.81,96,100,3.67,RU,1707356919
423,rio preto da eva,-2.6994,-59.6997,300.21,75,99,1.6,BR,1707356919
424,chonchi,-42.6128,-73.8092,285.71,93,25,0.89,CL,1707356896
425,baranchinskiy,58.1617,59.6991,257.28,100,99,1.13,RU,1707356919
426,tshabong,-26.05,22.45,299.08,31,94,3.73,BW,1707356919
427,merizo village,13.2658,144.6691,302.46,71,83,6.24,GU,1707356919
428,kuta,-8.7233,115.1723,302.12,74,40,5.14,ID,1707356765
429,bikin,46.8161,134.26,262.59,82,78,2.1,RU,1707356919
430,krutinka,56.0055,71.5113,263.27,92,30,6.87,RU,1707356919
431,pico truncado,-46.7949,-67.9573,287.43,36,1,8.19,AR,1707356919
432,sitia,35.2,26.0986,286.47,82,100,4.96,GR,1707356919
433,pagar alam,-4.0167,103.2667,298.7,71,91,0.72,ID,1707356919
434,fale old settlement,-9.3852,-171.2468,300.88,83,100,7.11,TK,1707356908
435,cheremushki,52.8356,91.3944,257.96,87,37,2.24,RU,1707356919
436,milharado,38.9473,-9.1991,289.13,71,20,6.69,PT,1707356920
437,praia da vitoria,38.7333,-27.0667,289.68,72,20,9.13,PT,1707356920
438,marsh harbour,26.5412,-77.0636,293.84,60,79,9.13,BS,1707356920
439,fayetteville,35.0527,-78.8784,279.27,63,0,1.54,US,1707356860
440,kuanda,56.3161,116.0806,257.86,95,98,0.35,RU,1707356920
441,akureyri,65.6835,-18.0878,268.11,68,100,1.54,IS,1707356920
442,trancas,-26.2314,-65.2803,294.94,83,100,1.91,AR,1707356920
443,pushkar,26.5,74.55,283.56,50,42,2.32,IN,1707356920
444,khasab,26.1799,56.2477,291.35,51,0,3.77,OM,1707356920
445,neufchateau,48.35,5.7,282.45,96,100,6.83,FR,1707356920
446,brokopondo,4.75,-55.1667,299.0,77,43,5.52,SR,1707356771
447,severo-yeniseyskiy,60.3725,93.0408,260.69,99,99,1.34,RU,1707356920
448,tazacorte,28.629,-17.9293,292.68,21,0,4.47,ES,1707356920
449,cidreira,-30.1811,-50.2056,296.72,89,99,6.19,BR,1707356920
450,pandan,14.0453,124.1694,301.15,66,7,0.97,PH,1707356920
451,bathsheba,13.2167,-59.5167,300.49,83,20,6.17,BB,1707356920
452,hailar,49.2,119.7,252.44,95,55,3.74,CN,1707356920
453,midvagur,62.0511,-7.1939,272.61,80,75,5.66,FO,1707356920
454,darwin,-12.4611,130.8418,304.29,78,99,1.34,AU,1707356859
455,bridgewater,44.3835,-64.5155,270.97,78,100,2.57,CA,1707356921
456,gopalpur,19.2667,84.9167,296.78,88,12,2.03,IN,1707356921
457,wanning,18.8003,110.3967,296.13,87,100,1.9,CN,1707356921
458,mount pearl,47.5166,-52.7813,270.84,93,100,5.66,CA,1707356921
459,siemiatycze,52.4272,22.8623,272.64,85,100,4.41,PL,1707356921
460,salalah,17.0151,54.0924,296.2,28,0,6.69,OM,1707356773
461,weligama,5.9667,80.4167,296.37,85,100,3.23,LK,1707356921
462,mutuali,-14.8706,37.0044,293.86,96,69,0.96,MZ,1707356921
463,ghat,24.9647,10.1728,286.1,22,0,2.48,LY,1707356921
464,guateque,5.0062,-73.4727,290.21,97,86,0.64,CO,1707356921
465,ulety,51.3572,112.4849,259.99,79,61,1.53,RU,1707356921
466,ouadda,8.0777,22.4007,291.6,28,89,2.09,CF,1707356921
467,egilsstadir,65.2653,-14.3948,268.1,68,75,1.54,IS,1707356921
468,lubz,53.4626,12.0292,272.14,85,100,3.4,DE,1707356921
469,ulanhot,46.0833,122.0833,262.33,56,8,2.26,CN,1707356921
470,tra vinh,9.9347,106.3453,302.06,58,91,3.39,VN,1707356922
471,qaqortoq,60.7167,-46.0333,266.13,79,100,2.02,GL,1707356922
472,margate,51.3813,1.3862,279.21,81,100,0.45,GB,1707356875
473,vadso,70.0744,29.7487,258.24,92,100,4.63,NO,1707356918
474,kwekwe,-18.9281,29.8149,292.01,81,6,0.79,ZW,1707356922
475,fier,40.7239,19.5561,283.28,72,100,2.04,AL,1707356922
476,tucuma,-0.1833,-50.05,298.29,92,8,2.18,BR,1707356922
477,nadi,-17.8,177.4167,301.15,78,75,4.12,FJ,1707356922
478,waingapu,-9.6567,120.2641,302.72,67,43,1.7,ID,1707356922
479,klatovy,49.3955,13.2951,281.7,86,100,6.28,CZ,1707356922
480,okha,53.5739,142.9478,256.08,90,97,4.63,RU,1707356922
481,nuuk,64.1835,-51.7216,264.49,73,100,4.12,GL,1707356922
482,st ives,50.2086,-5.4875,284.15,97,100,9.25,GB,1707356922
483,poronaysk,49.2167,143.1167,259.54,77,96,0.91,RU,1707356922
484,deogarh,21.5333,84.7333,292.46,46,3,1.29,IN,1707356922
485,bam,29.106,58.357,282.19,31,0,3.27,IR,1707356922
486,anloga,5.7947,0.8973,299.67,76,61,3.43,GH,1707356923
487,satsumasendai,31.8167,130.3,279.88,58,99,3.26,JP,1707356923
488,sechura,-5.5569,-80.8222,300.5,70,59,6.48,PE,1707356923
489,agadez,19.75,10.25,286.48,25,0,2.78,NE,1707356923
490,langsa,4.4683,97.9683,301.42,68,51,1.33,ID,1707356923
491,impfondo,1.6381,18.0667,296.2,46,37,0.34,CG,1707356923
492,burang,30.25,81.1667,257.65,76,16,3.35,CN,1707356923
493,hanover,52.3705,9.7332,274.3,95,0,1.03,DE,1707356923
494,ambodifotatra,-16.9833,49.85,299.22,84,76,2.42,MG,1707356923
495,arraias,-12.9288,-46.9437,295.49,84,98,0.89,BR,1707356923
496,zeya,53.75,127.2667,261.15,73,100,1.17,RU,1707356923
497,tibati,6.4667,12.6333,291.97,25,38,1.35,CM,1707356923
498,berezovskiy,55.6,86.2,263.38,98,100,2.69,RU,1707356923
499,lepsy,46.235,78.9456,271.31,93,100,6.0,KZ,1707356923
500,es castell,39.8795,4.2854,286.53,100,0,4.12,ES,1707356923
501,pudasjarvi,65.3833,26.9167,243.92,100,98,1.96,FI,1707356923
502,coquimbo,-29.9533,-71.3436,292.0,88,100,1.03,CL,1707356923
503,richards bay,-28.783,32.0377,296.9,84,73,3.81,ZA,1707356924
504,zinder,13.8072,8.9881,288.46,20,0,4.48,NE,1707356924
505,mayqayyng,51.4625,75.7986,267.14,78,6,8.24,KZ,1707356924
506,podgorenskiy,50.405,39.6429,276.31,94,100,7.85,RU,1707356924
507,pionerskiy,54.9508,20.2275,273.23,72,83,3.71,RU,1707356924
508,san francisco,37.7749,-122.4194,284.2,69,75,10.73,US,1707356702
509,red deer,52.2668,-113.802,266.81,93,100,2.06,CA,1707356769
510,nemuro,43.3236,145.575,269.73,75,77,3.45,JP,1707356689
511,zhezqazghan,47.7833,67.7667,262.47,92,75,10.0,KZ,1707356924
512,cockburn town,21.4612,-71.1419,296.46,72,9,7.1,TC,1707356924
513,el quebrachal,-25.2833,-64.0667,299.77,59,100,1.92,AR,1707356924
514,nilokheri,29.8333,76.9167,280.33,47,0,5.19,IN,1707356924
515,eydhafushi,5.1033,73.0708,300.47,72,100,6.26,MV,1707356924
516,sao joao da barra,-21.6403,-41.0511,298.33,88,100,2.0,BR,1707356924
517,ust'-ordynskiy,52.805,104.7508,255.31,95,99,1.29,RU,1707356924
518,fortuna,40.5982,-124.1573,282.4,91,75,0.0,US,1707356924
519,tingo maria,-9.2895,-76.0088,294.08,93,27,1.08,PE,1707356924
520,phayakkhaphum phisai,15.5163,103.1937,304.57,29,6,4.22,TH,1707356924
521,sabang,5.8933,95.3214,300.83,75,63,4.44,ID,1707356924
522,kailua-kona,19.6406,-155.9956,299.13,69,75,4.63,US,1707356924
523,murzuq,25.9155,13.9184,284.66,37,0,2.46,LY,1707356925
524,tangalle,6.024,80.7911,295.24,83,89,4.4,LK,1707356657
525,olyokminsk,60.3736,120.4264,244.98,99,99,0.54,RU,1707356925
526,ketchikan,55.3422,-131.6461,276.14,64,100,1.54,US,1707356757
527,twon-brass,4.3151,6.2418,300.08,82,13,2.04,NG,1707356925
528,zanjan,36.6736,48.4787,273.38,80,5,2.12,IR,1707356925
529,port douglas,-16.4833,145.4667,301.58,78,37,3.98,AU,1707356925
530,igarka,67.4667,86.5833,253.28,99,97,2.64,RU,1707356925
531,freetown,8.484,-13.2299,298.5,86,97,2.56,SL,1707356925
532,ust'-ilimsk,58.0006,102.6619,262.28,97,100,1.47,RU,1707356925
533,greymouth,-42.4667,171.2,291.47,64,92,6.11,NZ,1707356925
534,cururupu,-1.8283,-44.8683,297.66,97,19,1.4,BR,1707356925
535,tshikapa,-6.4167,20.8,295.71,88,100,0.66,CD,1707356925
536,rundu,-17.9333,19.7667,293.25,86,99,1.7,NA,1707356925
537,viedma,-40.8135,-62.9967,292.45,48,92,5.26,AR,1707356925
538,funafuti,-8.5243,179.1942,303.15,79,100,9.26,TV,1707356926
539,elverum,60.8819,11.5623,246.7,100,68,1.31,NO,1707356926
540,ouargla,31.9493,5.325,282.19,37,0,1.03,DZ,1707356926
541,esmeraldas,-19.7625,-44.3139,296.34,91,100,0.77,BR,1707356926
542,lisala,2.15,21.5167,294.39,44,38,0.31,CD,1707356926
543,acapulco de juarez,16.8634,-99.8901,300.05,74,0,4.12,MX,1707356892
544,claudio,-20.4433,-44.7658,292.73,95,100,1.31,BR,1707356926
545,raja,8.4596,25.678,292.66,24,42,1.76,SS,1707356926
546,duki,30.1541,68.5728,280.88,42,0,1.19,PK,1707356926
547,novodvinsk,64.4165,40.8122,241.01,100,99,2.02,RU,1707356926
548,kununurra,-15.7667,128.7333,303.14,62,100,5.66,AU,1707356926
549,shunyi,40.125,116.6453,273.12,21,0,3.0,CN,1707356926
550,santiago de cao,-7.9589,-79.2392,298.22,83,40,3.09,PE,1707356926
551,xianyang,34.3378,108.7026,271.73,93,12,1.0,CN,1707356926
552,yaren,-0.5472,166.916,302.37,78,100,7.49,NR,1707356926
553,shimo-furano,43.35,142.3833,268.37,73,94,4.02,JP,1707356926
554,kalulushi,-12.8378,28.0919,289.37,97,88,0.43,ZM,1707356926
555,gangapur,26.4833,76.7167,284.14,52,86,1.36,IN,1707356926
556,espumoso,-28.7247,-52.8497,295.49,77,97,2.56,BR,1707356926
557,al fashn,28.8243,30.8995,285.38,60,1,3.11,EG,1707356926
558,sinop,41.7711,34.8709,281.62,55,100,2.76,TR,1707356927
559,qamdo,31.1667,97.2333,265.73,56,99,0.31,CN,1707356927
560,qulsary,46.9531,54.0198,276.46,89,100,8.11,KZ,1707356927
561,qusmuryn,52.4503,64.6311,264.09,90,99,9.32,KZ,1707356927
562,shantobe,52.4581,68.1839,264.8,92,100,10.07,KZ,1707356927
563,zuwarah,32.9312,12.082,287.34,50,0,5.0,LY,1707356927
564,mount gambier,-37.8333,140.7667,296.01,38,0,3.65,AU,1707356927
565,kourou,5.1552,-52.6478,301.18,80,94,3.78,GF,1707356927
566,burley,42.5357,-113.7928,276.13,70,0,5.14,US,1707356927
567,baynjiwayn,35.6183,45.9541,274.88,87,61,0.65,IQ,1707356927
568,crane,31.3974,-102.3501,286.78,48,84,1.61,US,1707356927
569,karaman,37.0833,33.25,277.23,89,51,8.62,TR,1707356927
570,whistler,50.1164,-122.9695,276.24,64,100,0.0,CA,1707356927
571,wakkanai,45.4094,141.6739,270.42,72,75,4.47,JP,1707356927
572,tiruchengode,11.3833,77.9333,294.2,72,92,1.12,IN,1707356927
573,moyobamba,-6.05,-76.9667,292.93,98,100,0.55,PE,1707356886
574,minot air force base,48.4209,-101.3391,273.25,92,100,4.63,US,1707356927
